aadb,2=嗷嗷待哺
xgzy,2=小鬼遭殃
xhbg,2=心怀不轨
xhbi,2=笑话百出
xhbx,2=纤毫毕现
xhdb,2=血红蛋白
xhdg,2=信号灯
xhdp,2=销魂夺魄
xhdv,2=胸怀大志
xhfj,2=下回分解
xhgt,2=心怀鬼胎
xhhe,2=笑呵呵
xhiu,2=鲜花插在牛粪上
xhjh,2=新欢旧好
xhju,2=悬壶济世
xhnf,2=心花怒放
xhpc,2=心怀叵测
xhrg,2=虚怀若谷
xhug,2=销魂蚀骨
xhuh,2=行贿受贿
xhui,2=血海深仇
xhul,2=心狠手辣
xhup,2=小鹤双拼
xhuu,2=闲话少说
xhvr,2=向后转
xhvt,2=绣花枕头
xhwf,2=循环往复
xhwl,2=寻花问柳
xhwn,2=嘘寒问暖
xhwu,2=悬壶问世
xhwv,2=学会为止
xhwy,2=学海无涯
xhxi,2=薪火相传
xhxm,2=下划线
xhxt,2=循环系统
xhyc,2=闲花野草
xhye,2=新婚燕尔
xhyl,2=心灰意冷
xhyq,2=虚晃一枪
xhyu,2=显赫一时
xhyv,2=心回意转
xhyx,2=小鹤音形
xhzd,2=新华字典
xhzi,2=小伙子
xhzl,2=寻欢作乐
xibr,2=纤尘不染
xide,2=现成的
xide,2=现成的
xiis,2=兴冲冲
xijh,2=新仇旧恨
xijj,2=新春佳节
xilx,2=咸吃萝卜淡操心
xipm,2=宣传片
xipp,2=心潮澎湃
xitc,2=行差踏错
xiuw,2=心驰神往
xivg,2=修成正果
xiys,2=行成于思
xiyx,2=响彻云霄
xizl,2=心诚则灵
xjbb,2=血迹斑斑
xjbf,2=想尽办法
xjbg,2=星级宾馆
xjbi,2=相交不拆
xjby,2=小家碧玉
xjdg,2=消极怠工
xjdr,2=现阶段
xjdv,2=心惊胆战
xjeq,2=喜极而泣
xjhi,2=薪尽火传
xjhj,2=相煎何急
xjhl,2=心急火燎
xjho,2=小家伙
xjhw,2=相见恨晚
xjhx,2=戏剧化
xjie,2=小轿车
xjif,2=心急吃不了热豆腐
xjiv,2=洗剪吹
xjix,2=相继出现
xjja,2=雄赳赳，气昂昂
xjjd,2=星级酒店
xjjk,2=洗洁精
xjjm,2=行将就木
xjjq,2=小九九
xjky,2=形迹可疑
xjln,2=下脚料
xjly,2=喜结良缘
xjmy,2=细嚼慢咽
xjpm,2=喜剧片
xjpo,2=新加坡
xjpx,2=新加坡国立大学
xjqh,2=洗尽铅华
xjqu,2=陷进去
xjrb,2=相敬如宾
xjrf,2=心急如焚
xjrt,2=心惊肉跳
xjtj,2=先决条件
xjtr,2=学究天人
xjts,2=心绞痛
xjvm,2=先见之明
xjwq,2=新疆维吾尔自治区
xjxc,2=献计献策
xjxk,2=先进性
xjxu,2=相机行事
xjyi,2=虚惊一场
xjyk,2=洗劫一空
xjys,2=消极因素
xjyu,2=相较于
xjzq,2=小家子气
xkch,2=信口雌黄
xkht,2=先苦后甜
xkkh,2=信口开河
xkpr,2=血口喷人
xkry,2=心口如一
xktp,2=心宽体胖
xkuy,2=心旷神怡
xlau,2=心理暗示
xlbe,2=迅雷不及掩耳
xlbm,2=下落不明
xlbr,2=下里巴人
xlcg,2=悬梁刺股
xldj,2=性冷淡
xlfd,2=心理负担
xlfx,2=心理分析
xlhb,2=先礼后兵
xlhd,2=先来后到
xlhl,2=稀里哗啦
xlht,2=稀里糊涂
xlib,2=兴利除弊
xlil,2=心理承受能力
xljc,2=心力交瘁
xlkz,2=小两口
xlli,2=心路历程
xllv,2=小鹿乱撞
xlnl,2=心理年龄
xlrm,2=心乱如麻
xlrw,2=熙来攘往
xluq,2=心灵手巧
xlva,2=心理障碍
xlvb,2=心理准备
xlwu,2=闲来无事
xlxf,2=狭路相逢
xlxj,2=心理学家
xlyl,2=心理压力
xlzx,2=心理咨询
xlzy,2=心理作用
xmdx,2=厦门大学
xmfv,2=血脉偾张
xmhu,2=笑面虎
xmjg,2=性命交关
xmly,2=喜马拉雅
xmmi,2=笑眯眯
xmpp,2=相貌平平
xmtt,2=相貌堂堂
xmul,2=卸磨杀驴
xmwd,2=邪门歪道
xmxy,2=像模像样
xmyl,2=心明眼亮
xmyn,2=幸免于难
xnal,2=喜怒哀乐
xnbl,2=徐娘半老
xnkl,2=新年快乐
xnwi,2=喜怒无常
xnxg,2=心脑血管
xnxu,2=虚拟现实
xpaf,2=嫌贫爱富
xpca,2=橡皮擦
xphd,2=小屁孩
xpni,2=橡皮泥
xpnr,2=细皮嫩肉
xppf,2=香喷喷
xpqh,2=心平气和
xpvj,2=新瓶装旧酒
xpxl,2=嬉皮笑脸
xpyz,2=小朋友
xqah,2=兴趣爱好
xqar,2=兴趣盎然
xqce,2=需求侧
xqer,2=星期二
xqfg,2=血气方刚
xqgg,2=稀奇古怪
xqie,2=小汽车
xqjy,2=虚情假意
xqkj,2=向前看
xqld,2=想起来
xqle,2=想起了
xqlj,2=小桥流水人家
xqll,2=小巧玲珑
xqlq,2=星期六
xqri,2=星期日
xqsi,2=星期四
xqsj,2=星期三
xqtm,2=星期天
xqud,2=下情上达
xquy,2=相去甚远
xqwj,2=相去无几
xqwu,2=星期五
xqxa,2=相亲相爱
xqxg,2=休戚相关
xqyg,2=休戚与共
xqyi,2=星期一
xqyv,2=闲情逸致
xqyy,2=喜气洋洋
xrbk,2=虚弱不堪
xrdb,2=轩然大波
xrdg,2=心如刀割
xrdv,2=小人得志
xrff,2=想入非非
xrhf,2=血肉横飞
xrhj,2=先人后己
xrkg,2=形容枯槁
xrkj,2=笑容可掬
xrkv,2=向日葵
xrsh,2=心如死灰
xrtu,2=心如铁石
xrvh,2=仙人掌
xrvj,2=小人之见
xrvq,2=血肉之躯
xrvu,2=心如止水
xrvx,2=小人之心
xrwv,2=先入为主
xrxb,2=虚荣心
xrym,2=相濡以沫
xscc,2=行色匆匆
xsdl,2=歇斯底里
xseu,2=向死而生
xsff,2=泄私愤
xsjy,2=新四军
xskc,2=秀色可餐
xslj,2=下三滥
xsmh,2=寻死觅活
xspi,2=稀松平常
xspj,2=小算盘
xsrf,2=吓死人
xswb,2=徇私舞弊
xswf,2=徇私枉法
xswl,2=吓死我了
xtbl,2=相提并论
xtbz,2=先天不足
xtdz,2=小题大做
xtml,2=形同陌路
xtrn,2=削铁如泥
xtxb,2=闲庭信步
xtxd,2=谢天谢地
xtxl,2=先天下之忧而忧，后天下之乐而乐
xtxm,2=小偷小摸
xtxu,2=形同虚设
xtzb,2=悉听尊便
xtzh,2=挟天子以令诸侯
xtzz,2=小兔崽子
xuaj,2=刑事案件
xuba,2=心神不安
xubd,2=心神不定
xubg,2=学术报告
xubn,2=西双版纳
xubr,2=形势逼人
xubv,2=心术不正
xudd,2=信誓旦旦
xudf,2=蓄势待发
xudm,2=小数点
xudr,2=先声夺人
xudv,2=兴师动众
xueu,2=凶神恶煞
xuex,2=相视而笑
xufm,2=小试锋芒
xuhl,2=小事化了
xuhv,2=学生会
xuhz,2=小时候
xuib,2=兴衰成败
xuii,2=心事重重
xuil,2=细水长流
xujb,2=形神兼备
xujd,2=行善积德
xujl,2=学术交流
xujm,2=洗手间
xuju,2=雪上加霜
xule,2=消失了
xulu,2=显山露水
xulw,2=学术论文
xunj,2=销声匿迹
xunl,2=信手拈来
xunr,2=息事宁人
xupg,2=袖手旁观
xupk,2=显示屏
xuqd,2=西沙群岛
xuqg,2=仙山琼阁
xuqi,2=显示器
xusu,2=学生宿舍
xuuf,2=现身说法
xuup,2=欣赏水平
xuvg,2=学生证
xuvy,2=形式主义
xuwt,2=现实问题
xuwz,2=兴师问罪
xuxj,2=小手小脚
xuxk,2=相生相克
xuxq,2=细声细气
xuxw,2=学士学位
xuyv,2=小事一桩
xuyy,2=现实意义
xuzr,2=行尸走肉
xvbb,2=兴致勃勃
xvbj,2=修正版
xvbm,2=行政部门
xvbx,2=心照不宣
xvdm,2=心知肚明
xvdw,2=行政单位
xver,2=下周二
xvfu,2=乡政府
xvgl,2=西装革履
xvhv,2=瞎指挥
xvhw,2=相知恨晚
xvhz,2=先斩后奏
xvjd,2=小中见大
xvjg,2=行政机关
xvji,2=新专辑
xvkk,2=心直口快
xvll,2=血债累累
xvlq,2=下周六
xvls,2=新账老账一起算
xvmj,2=细枝末节
xvmu,2=闲着没事
xvqh,2=行政区划
xvqu,2=险中求胜
xvri,2=下周日
xvrw,2=细致入微
xvsi,2=下周四
xvst,2=雪中送炭
xvtg,2=显著提高
xvuu,2=虚张声势
xvvj,2=寻章摘句
xvwj,2=项庄舞剑
xvwm,2=削职为民
xvwu,2=心中无数
xvxh,2=血债血还
xvxj,2=先知先觉
xvxk,2=象征性
xvyi,2=下周一
xvyk,2=笑逐颜开
xvyl,2=晓之以理
xvyn,2=行之有年
xvyu,2=心中有数
xvyv,2=闲着也是闲着
xvyx,2=行之有效
xvyy,2=象征意义
xwdm,2=胸无点墨
xwdv,2=胸无大志
xwey,2=心无二用
xwfd,2=兴旺发达
xwhv,2=秀外慧中
xwia,2=下午茶
xwif,2=胸无城府
xwjk,2=显微镜
xwjw,2=小巫见大巫
xwlb,2=新闻联播
xwle,2=想歪了
xwlj,2=喜闻乐见
xwll,2=行万里路
xwmj,2=细微末节
xwpm,2=虚无缥缈
xwpw,2=心无旁骛
xwrv,2=鲜为人知
xwsr,2=兴味索然
xwuj,2=县委书记
xwvj,2=学无止境
xwvy,2=弦外之音
xwxs,2=衔尾相随
xwxt,2=新文学
xwyd,2=虚位以待
xwyi,2=夏威夷
xwyt,2=吓我一跳
xwzn,2=心无杂念
xxbb,2=雄心勃勃
xxbg,2=刑讯逼供
xxbl,2=凶相毕露
xxby,2=唏嘘不已
xxdd,2=许许多多
xxdh,2=熊熊大火
xxdm,2=小心点
xxff,2=学习方法
xxgm,2=洗心革面
xxhh,2=嘻嘻哈哈
xxij,2=学习成绩
xxjj,2=循序渐进
xxkk,2=辛辛苦苦
xxlh,2=熊熊烈火
xxli,2=心血来潮
xxlj,2=新西兰
xxll,2=淅淅沥沥
xxlt,2=消息灵通
xxmc,2=小心没大错
xxni,2=谢谢你
xxnl,2=学习能力
xxnm,2=嬉笑怒骂
xxrk,2=欣喜若狂
xxrn,2=选贤任能
xxrr,2=熙熙攘攘
xxru,2=栩栩如生
xxrz,2=先小人后君子
xxss,2=形形色色
xxug,2=小学生
xxui,2=心想事成
xxuq,2=先下手为强
xxuy,2=循循善诱
xxvh,2=星星之火
xxvy,2=行侠仗义
xxwv,2=心向往之
xxww,2=性行为
xxwz,2=象形文字
xxxg,2=息息相关
xxxr,2=欣欣向荣
xxxv,2=心胸狭窄
xxxx,2=惺惺相惜
xxyd,2=虚席以待
xxyj,2=喜新厌旧
xxyk,2=喜笑颜开
xxys,2=喜形于色
xxyx,2=休息一下
xxyy,2=小心翼翼
xxzl,2=学习资料
xxzt,2=惺惺作态
xybg,2=心有不甘
xybl,2=形影不离
xybu,2=下一步
xyci,2=下一次
xydg,2=兄友弟恭
xydm,2=鲜艳夺目
xyeq,2=向隅而泣
xyff,2=洗衣粉
xyfm,2=降妖伏魔
xyfw,2=逍遥法外
xyge,2=下一个
xygx,2=血缘关系
xyif,2=心悦诚服
xyim,2=降妖除魔
xyiq,2=相映成趣
xyiv,2=胸有成竹
xyix,2=相沿成习
xyiy,2=夕阳产业
xyjb,2=悬崖绝壁
xyka,2=信用卡
xylt,2=心有灵犀一点通
xylu,2=行云流水
xylx,2=心有灵犀
xymm,2=硝烟弥漫
xynn,2=心痒难挠
xypd,2=学院派
xypp,2=汹涌澎湃
xypv,2=稀有品种
xysy,2=闲言碎语
xyta,2=象牙塔
xytm,2=下雨天
xytn,2=吓一跳
xytu,2=西雅图
xyud,2=下意识的
xyuv,2=骁勇善战
xyux,2=休养生息
xyvt,2=象牙之塔
xyvy,2=学以致用
xywh,2=夕阳无限好
xywi,2=习以为常
xywm,2=相依为命
xywv,2=信以为真
xyww,2=羞与为伍
xywy,2=虚与委蛇
xyxd,2=形影相吊
xyxf,2=血雨腥风
xyxs,2=形影相随
xyxx,2=夕阳西下
xyxy,2=闲言闲语
xyyh,2=闲云野鹤
xyym,2=心猿意马
xyyq,2=吸引眼球
xyyy,2=小隐隐于野
xyzg,2=兴妖作怪
xyzz,2=逍遥自在
xzbd,2=行踪不定
xzbk,2=心脏病
xzjm,2=写字间
xzkl,2=现在看来
xzlh,2=幸灾乐祸
xzlu,2=现在来说
xzlz,2=写字楼
xzmj,2=寻踪觅迹
xzmo,2=瞎琢磨
xzmx,2=瞎子摸象
xzqu,2=协奏曲
xzrd,2=闲杂人等
xzrj,2=惜字如金
xztd,2=写字台
xzul,2=削足适履
xzum,2=心醉神迷
xzxk,2=选择性
xzxs,2=孝子贤孙
xzye,2=写作业
xzyf,2=雄姿英发
xzzq,2=西藏自治区
ybkv,2=哑巴亏
yagv,2=有碍观瞻
yaki,2=有案可查
yauh,2=因爱生恨
yayh,2=又爱又恨
ybba,2=眼巴巴
ybbh,2=夜不闭户
ybbj,2=一般般
ybbl,2=一把鼻涕一把泪
ybbm,2=一遍遍
ybbq,2=一病不起
ybbt,2=衣不蔽体
ybbu,2=一步步
ybcc,2=一步错，步步错
ybco,2=也不错
ybdt,2=一步登天
ybdw,2=一步到位
ybeg,2=掩鼻而过
ybey,2=一般而言
ybff,2=一部分
ybfq,2=月白风清
ybfr,2=一部分人
ybgs,2=夜不归宿
ybgx,2=一笔勾销
ybhb,2=一报还一报
ybhm,2=烟波浩渺
ybig,2=言必称
ybil,2=哑巴吃黄连
ybim,2=夜不成寐
ybjf,2=眼不见，心不烦
ybjj,2=眼不见为净
ybjl,2=由表及里
ybjx,2=语不惊人死不休
ybjy,2=言不及义
ybkj,2=遥不可及
ybkq,2=一鼻孔出气
yblu,2=一不留神
yblw,2=也不例外
ybnm,2=夜不能寐
ybnu,2=也不能说
ybpm,2=犹抱琵琶半遮面
ybqr,2=养兵千日
ybqu,2=养兵千日，用兵一时
ybrc,2=义不容辞
ybrg,2=衣不如新，人不如故
ybrm,2=原班人马
ybry,2=也不容易
ybsg,2=夜半三更
ybsr,2=也不算
ybst,2=一步三回头
ybsv,2=一波三折
ybtd,2=一败涂地
ybtt,2=仪表堂堂
ybuh,2=用不上
ybun,2=一把屎一把尿
ybuw,2=也不失为
ybuz,2=一把手
ybvb,2=以暴制暴
ybvc,2=用不着
ybvd,2=也不知道
ybvj,2=一本正经
ybvl,2=一臂之力
ybvq,2=玉不琢，不成器
ybvy,2=一步之遥
ybwe,2=一般无二
ybwh,2=有备无患
ybwl,2=一本万利
ybwp,2=一波未平
ybwq,2=一波未平一波又起
ybxg,2=言必信，行必果
ybxq,2=咽不下这口气
ybxt,2=一比吓一跳
ybxv,2=鹬蚌相争
ybxx,2=一不小心
ybyb,2=一步一步
ybyc,2=要不要
ybyd,2=也不一定
ybyg,2=也不应该
ybyq,2=亦步亦趋
ybyv,2=言不由衷
ybyy,2=愿不愿意
ybzb,2=一败再败
ybzh,2=一鼻子灰
ybzx,2=一不做，二不休
ybzy,2=有鼻子有眼
ycci,2=一次次
ycdf,2=阴曹地府
ycdz,2=以词定字
ycej,2=一蹴而就
ycel,2=由此而来
ycfi,2=异彩纷呈
ycgj,2=一寸光阴一寸金
ycjg,2=有错就改
yckl,2=由此看来
yckv,2=由此可知
ycln,2=原材料
yclt,2=以此类推
yctu,2=与此同时
ycuj,2=因材施教
ycwr,2=以此为荣
ycwv,2=以此为准
ycyg,2=与此有关
ycyi,2=阴错阳差
ycym,2=一草一木
ycyq,2=淫词艳曲
yczc,2=一错再错
yczi,2=油菜籽
ydan,2=印第安
ydar,2=印第安人
ydba,2=一大把
ydbd,2=一动不动
ydbh,2=一大帮
ydbi,2=药到病除
ydbj,2=一动不如一静
ydbu,2=言多必失
ydby,2=以德报怨
ydcr,2=应对从容
yddm,2=以点带面
yddv,2=一大堆
yddx,2=有多大关系
ydei,2=易地而处
ydel,2=远道而来
yder,2=一点儿
ydfi,2=雨打风吹
ydfl,2=一代风流
ydfq,2=云淡风轻
ydfr,2=以德服人
ydfu,2=有的放矢
ydfw,2=一定范围
ydgd,2=以毒攻毒
ydgs,2=一等功
ydhl,2=移动互联
ydhv,2=一定会
ydhx,2=一段话
ydhz,2=焉得虎子
ydid,2=一定程度
ydir,2=一大串
ydiu,2=一定程度上
ydiy,2=远渡重洋
ydjl,2=一等奖
ydjp,2=一大截
ydju,2=邮电局
ydky,2=一定可以
ydkz,2=一大口
ydld,2=一刀两断
ydli,2=意大利
ydlo,2=一大摞
ydma,2=源代码
ydmf,2=有点麻烦
ydna,2=雅典娜
ydpi,2=一大批
ydpm,2=一大片
ydqp,2=一刀切
ydqx,2=以大欺小
ydqy,2=一大群
ydrf,2=一代人
ydrl,2=应答如流
ydsb,2=亚的斯亚贝巴
ydsi,2=约定俗成
ydsu,2=胰岛素
ydtb,2=原地踏步
ydtx,2=一定条件下
ydtz,2=冤大头
ydui,2=有点事
yduj,2=一段时间
yduo,2=应当说
yduq,2=有待商榷
ydur,2=诱敌深入
ydvc,2=应对之策
ydvy,2=因地制宜
ydwj,2=亚丁湾
ydwk,2=一睹为快
ydwm,2=羊大为美
ydwt,2=有点问题
ydxk,2=压倒性
ydxp,2=运动鞋
ydxu,2=异端邪说
ydyb,2=一点也不
ydyc,2=一定要
ydyd,2=一点一滴
ydyh,2=越多越好
ydyp,2=移动硬盘
ydyq,2=压倒一切
ydyr,2=运动员
ydys,2=有点意思
ydyu,2=有得有失
ydyy,2=有多远滚多远
ydzh,2=一肚子火
ydzi,2=一肚子
ydzq,2=一肚子气
yebf,2=引而不发
yedl,2=掩耳盗铃
yedt,2=悦耳动听
yefl,2=养儿防老
yeie,2=以讹传讹
yeue,2=有二说二
yewx,2=言而无信
yeyr,2=幼儿园
yeyx,2=言而有信
yezs,2=一而再，再而三
yfbc,2=以防不测
yfbd,2=原封不动
yfbq,2=艳福不浅
yfbu,2=一发不可收
yfby,2=有法不依
yfdf,2=要风得风
yfdg,2=一夫当关
yfdk,2=一夫当关，万夫莫开
yfdq,2=一夫多妻
yfdy,2=要风得风，要雨得雨
yffu,2=一帆风顺
yfgh,2=一分耕耘，一分收获
yfgy,2=一分耕耘
yfho,2=一分货
yfhx,2=一幅画
yfit,2=一反常态
yfkr,2=预付款
yfku,2=一番口舌
yfky,2=有法可依
yfld,2=幼发拉底
yfle,2=引发了
yfly,2=有凤来仪
yfmm,2=一方面
yfny,2=吟风弄月
yfqh,2=一分钱一分货
yfqj,2=一发千钧
yfqm,2=一分钱
yfru,2=亦复如是
yfsu,2=严防死守
yfsv,2=约法三章
yfsx,2=用非所学
yftd,2=有福同享，有难同当
yftx,2=有福同享
yfty,2=义愤填膺
yfuh,2=一分收获
yfur,2=一方水土养一方人
yfvf,2=有夫之妇
yfvs,2=一分钟
yfvv,2=阴风阵阵
yfwe,2=一分为二
yfwy,2=以防万一
yfxb,2=一封信
yfyf,2=愚夫愚妇
yfym,2=一分一秒
yfyq,2=一夫一妻
yfyr,2=应付裕如
yfys,2=移风易俗
yfyu,2=依附于
yfyw,2=阳奉阴违
yfyy,2=鸢飞鱼跃
yfzr,2=应付自如
ygbg,2=一个比一个
ygbm,2=雁过拔毛
ygbq,2=一个鼻孔出气
ygbv,2=一官半职
ygbx,2=一个巴掌拍不响
ygby,2=因果报应
ygci,2=一个词
ygcl,2=阳光灿烂
ygdc,2=阳关道
ygdd,2=阳关大道
ygdl,2=一个顶俩
ygdq,2=一个多星期
ygdr,2=一锅端
ygdu,2=一个多小时
ygdv,2=一个多钟
ygdy,2=一个多月
ygef,2=有感而发
ygeg,2=一个二个
ygej,2=一干二净
ygel,2=一概而论
yger,2=鱼贯而入
ygff,2=一公分
ygfi,2=仰观俯察
ygfj,2=以古非今
ygfm,2=一个方面
ygfq,2=异国风情
ygge,2=一个个
yggu,2=圆鼓鼓
yggx,2=因果关系
yggy,2=云贵高原
yghl,2=叶公好龙
yghv,2=一锅烩
yghx,2=以观后效
ygii,2=衣冠楚楚
ygil,2=一个唱红脸，一个唱白脸
ygjb,2=一根筋
ygje,2=一个劲儿
ygjg,2=一个接一个
ygjh,2=一个机会
ygjq,2=压根就
yglb,2=一个礼拜
yglf,2=眼观六路，耳听八方
yglg,2=一个两个
yglh,2=一个来回
ygli,2=阴沟里翻船
yglj,2=严格来讲
yglk,2=一个萝卜一个坑
ygll,2=眼观六路
yglu,2=雁过留声
yglv,2=一国两制
yglz,2=一个例子
ygmm,2=阳光明媚
ygmv,2=欲盖弥彰
ygmz,2=一个模子
ygne,2=一股脑儿
ygpk,2=荧光屏
ygqu,2=言过其实
ygrd,2=艺高人胆大
ygrf,2=一个人
ygsj,2=勇冠三军
ygsl,2=眼观四路
ygtd,2=一个头两个大
ygtq,2=雨过天晴
ygtx,2=异国他乡
ygud,2=眼高手低
ygui,2=应该是
yguj,2=一个世纪
yguo,2=应该说
ygut,2=一个手指头
yguu,2=应该说是
yguv,2=一个手指
yguw,2=一个上午
ygvi,2=有功之臣
ygvj,2=有过之而无不及
ygvq,2=阳刚之气
ygvs,2=一个钟
ygvt,2=一个钟头
ygvu,2=倚官仗势
ygvv,2=言归正传
ygvz,2=一锅粥
ygwt,2=一个问题
ygwu,2=一个晚上
ygxq,2=一个星期
ygxu,2=一个小时
ygxw,2=一个下午
ygya,2=一个愿打，一个愿挨
ygyd,2=眼高于顶
ygyg,2=一个一个
ygyh,2=言归于好
ygyj,2=有根有据
ygym,2=忧国忧民
ygys,2=于公于私
ygyt,2=一个月
ygyu,2=愚公移山
ygyw,2=莺歌燕舞
ygyy,2=一个原因
ygzd,2=一竿子到底
ygzi,2=一个字
ygzl,2=油光锃亮
ygzq,2=一鼓作气
ygzs,2=一棍子打死
ygzu,2=裕固族
yhbs,2=阴魂不散
yhbt,2=一行白鹭上青天
yhbv,2=烟花爆竹
yhby,2=一呼百应
yhdd,2=玉皇大帝
yhdf,2=因祸得福
yhdx,2=羽化登仙
yhej,2=一挥而就
yher,2=一会儿
yhes,2=一哄而散
yheu,2=一哄而上
yhfg,2=月黑风高
yhfu,2=欲火焚身
yhgg,2=引吭高歌
yhis,2=雨后春笋
yhiu,2=浴火重生
yhjm,2=移花接木
yhju,2=有话就说
yhku,2=有话快说
yhll,2=眼花缭乱
yhlp,2=依葫芦画瓢
yhlx,2=烟花柳巷
yhmp,2=与虎谋皮
yhnt,2=欲壑难填
yhqv,2=迂回曲折
yhqx,2=又好气又好笑
yhuj,2=野火烧不尽
yhuu,2=引火烧身
yhvj,2=有何指教
yhwc,2=倚红偎翠
yhwl,2=有害无利
yhwq,2=贻害无穷
yhwy,2=有害无益
yhxd,2=鱼和熊掌不可兼得
yhxi,2=异乎寻常
yhxv,2=鱼和熊掌
yhzs,2=炎黄子孙
yiec,2=一差二错
yief,2=一触而发
yieq,2=扬长而去
yijf,2=一触即发
yijr,2=语出惊人
yiks,2=一场空
yimd,2=夜长梦多
yimv,2=一筹莫展
yina,2=一刹那
yisy,2=阳春三月
yiub,2=一传十十传百
yiuj,2=言传身教
yiwg,2=腰缠万贯
yiwn,2=遗臭万年
yiwv,2=运筹帷幄之中
yiyx,2=宜嗔宜喜
yiyy,2=又臭又硬
yizm,2=一锤子买卖
yjbl,2=有机玻璃
yjbq,2=玉洁冰清
yjbv,2=一蹶不振
yjbx,2=应接不暇
yjcv,2=引咎辞职
yjcx,2=一决雌雄
yjda,2=雅加达
yjdj,2=有简打简
yjdl,2=引颈待戮
yjdr,2=以己度人
yjft,2=用进废退
yjgk,2=一将功成万骨枯
yjgt,2=远近高低各不同
yjgu,2=夜静更深
yjgx,2=一决高下
yjhi,2=有机合成
yjhk,2=养家糊口
yjhy,2=欲拒还迎
yjim,2=一举成名
yjix,2=一箭穿心
yjiy,2=殃及池鱼
yjjd,2=引经据典
yjjg,2=远交近攻
yjki,2=有机可乘
yjld,2=一举两得
yjlh,2=有句老话
yjls,2=腰肌劳损
yjlv,2=以假乱真
yjlx,2=一家老小
yjny,2=也就那样
yjqx,2=一见倾心
yjrf,2=一家人
yjrg,2=一见如故
yjrh,2=一家人不说两家话
yjry,2=由俭入奢易
yjsk,2=一家三口
yjsz,2=语惊四座
yjtq,2=异军突起
yjud,2=一箭双雕
yjuk,2=眼疾手快
yjvd,2=一箭之地
yjvq,2=一见钟情
yjvv,2=一家之主
yjvy,2=一家之言
yjwg,2=殃及无辜
yjwl,2=有教无类
yjwm,2=远近闻名
yjwt,2=有进无退
yjwx,2=有惊无险
yjxj,2=用尽心机
yjxl,2=一觉醒来
yjxr,2=养精蓄锐
yjyd,2=一举一动
yjyg,2=言简意赅
yjyl,2=寓教于乐
yjyn,2=有借有还，再借不难
yjyq,2=业精于勤
yjyv,2=一惊一乍
yjzl,2=牙尖嘴利
ykbv,2=一客不烦二主
ykdc,2=一看到
ykdx,2=医科大学
yked,2=一哭二闹三上吊
ykfv,2=亦可覆舟
ykhb,2=一颗红心两手准备
ykjb,2=有口皆碑
ykjr,2=云开见日
ykng,2=有可能
ykny,2=有口难言
ykqm,2=一块钱
ykst,2=忆苦思甜
yktu,2=异口同声
ykud,2=一块石头落了地
ykvs,2=一刻钟
ykwl,2=欲哭无泪
ykwx,2=有口无心
ykyd,2=一口咬定
ykyk,2=一口一口
ylbd,2=意料不到
ylbg,2=有理不在声高
ylbh,2=于理不合
ylbl,2=一了百了
ylbn,2=一览表
ylbz,2=有两把刷子
ylci,2=一两次
yldh,2=舆论大哗
yldm,2=一两点
yldx,2=耶鲁大学
yleq,2=一来二去
ylff,2=议论纷纷
ylfi,2=一路风尘
ylfr,2=以理服人
ylfw,2=医疗费
ylge,2=一两个
ylgg,2=叶落归根
ylgm,2=用力过猛
ylgr,2=易拉罐
ylgw,2=与狼共舞
ylhj,2=远来和尚好看经
ylho,2=一路货
ylhv,2=一两回
ylhz,2=鱼龙混杂
ylib,2=因利乘便
ylid,2=一力承当
ylih,2=游乐场
ylii,2=疑虑重重
ylir,2=一连串
yljd,2=舆论监督
yljh,2=一两句话
yljj,2=因陋就简
ylju,2=以卵击石
yljy,2=御林军
ylke,2=伊拉克
ylkt,2=有利可图
ylle,2=又来了
ylmf,2=跃龙门
ylml,2=倚老卖老
ylmm,2=一脸迷茫
ylmr,2=一脸茫然
ylnm,2=一两年
ylpa,2=一路平安
ylqv,2=一落千丈
ylrc,2=原来如此
ylrj,2=夜阑人静
ylru,2=引狼入室
ylsd,2=英伦三岛
ylsu,2=叶绿素
ylsv,2=养老送终
ylsw,2=迎来送往
yltj,2=有利条件
yltm,2=一两天
yltu,2=以卵投石
ylub,2=伊丽莎白
ylud,2=亚历山大
yluf,2=一路顺风
ylui,2=原来是
yluq,2=有理说不清
yluu,2=衣来伸手
ylvq,2=叶落知秋
ylvv,2=意料之中
ylvw,2=意料之外
ylvx,2=一览众山小
ylwg,2=一脸无辜
ylwh,2=以邻为壑
ylwl,2=云里雾里
ylwu,2=与邻为善
ylwy,2=一览无余
ylxd,2=以礼相待
ylxi,2=月落星沉
ylxk,2=娱乐性
ylxm,2=以泪洗面
ylxp,2=一路小跑
ylxz,2=有两下子
ylyb,2=有利有弊
ylyd,2=越来越多
ylyh,2=越来越好
ylyj,2=有理有据
ylyq,2=妖里妖气
ylyt,2=摇了摇头
ylyu,2=有利于
ylyx,2=越来越像
ylyy,2=一劳永逸
ylyz,2=有理由
ylzd,2=夜郎自大
ylzi,2=一揽子
ylzx,2=有理走遍天下
ymbb,2=一毛不拔
ymbf,2=也没办法
ymbk,2=有毛病
ymdc,2=一面倒
ymdj,2=烟幕弹
ymdx,2=一马当先
ymel,2=迎面而来
ymeq,2=掩面而泣
ymer,2=爷们儿
ymfm,2=羽毛丰满
ymgd,2=有目共睹
ymgg,2=妖魔鬼怪
ymgj,2=阴谋诡计
ymgm,2=一码归一码
