aadb,1=嗷嗷待哺
vvyy,1=遮遮掩掩
vvzv,1=浊者自浊
vvzx,1=沾沾自喜
vwbj,1=中文版
vwbu,1=战无不胜
vwby,1=知无不言
vwcr,1=珠围翠绕
vwdc,1=爪哇岛
vwdx,1=中文大学
vwdy,1=朝闻道，夕死可矣
vwjg,1=站稳脚跟
vwmj,1=转弯抹角
vwmk,1=中文名
vwqc,1=支吾其词
vwrf,1=植物人
vwsg,1=众望所归
vwvw,1=周吴郑王
vwwa,1=转危为安
vwxs,1=朝闻夕死
vxbq,1=忠孝不能两全
vxcg,1=锥心刺骨
vxdb,1=真相大白
vxdd,1=周旋到底
vxfj,1=正相反
vxgg,1=忠心耿耿
vxgo,1=轴心国
vxgr,1=照相馆
vxgu,1=主心骨
vxhb,1=中西合璧
vxhx,1=这些话
vxhy,1=知行合一
vxiy,1=真心诚意
vxji,1=照相机
vxjr,1=秩序井然
vxjx,1=哲学家
vxkh,1=争先恐后
vxlv,1=主旋律
vxnl,1=这些年来
vxnm,1=这些年
vxnu,1=招贤纳士
vxpy,1=众星捧月
vxqy,1=中小企业
vxrh,1=宅心仁厚
vxrz,1=这些日子
vxsx,1=中心思想
vxtm,1=这些天
vxug,1=中学生
vxui,1=直辖市
vxuu,1=直线上升
vxuy,1=真心实意
vxvd,1=只许州官放火，不许百姓点灯
vxvh,1=只许州官放火
vxvv,1=专心致志
vxvy,1=真心真意
vxxb,1=朝夕相伴
vxxi,1=朝夕相处
vxyu,1=只限于
vxyx,1=只羡鸳鸯不羡仙
vybh,1=直言不讳
vybk,1=职业病
vyci,1=这一次
vydg,1=周瑜打黄盖
vydh,1=这样的话
vydq,1=中原地区
vydt,1=中央电视台
vyer,1=扎伊尔
vyfa,1=障眼法
vygt,1=中央广播电台
vygu,1=招摇过市
vyhu,1=专业户
vyii,1=止于唇齿
vyim,1=斩妖除魔
vyix,1=卓有成效
vyjm,1=转眼间
vyjn,1=专业技能
vyjq,1=中央集权
vykl,1=这样看来
vyli,1=注意力
vyls,1=正言厉色
vyly,1=专业领域
vyma,1=至于吗
vymy,1=朝云暮雨
vyne,1=忠言逆耳
vyny,1=这样那样
vypy,1=只言片语
vyqj,1=中央情报局
vyqk,1=竹叶青
vyqr,1=转一圈
vyrf,1=中央人民政府
vyrt,1=中央人民广播电台
vysd,1=置于死地
vysm,1=庄严肃穆
vysr,1=这也算
vytc,1=这一套
vytu,1=重于泰山
vyuc,1=仗义疏财
vyuh,1=睁眼说瞎话
vyul,1=这样说来
vyuq,1=智勇双全
vyuv,1=只缘身在此山中
vyuy,1=专业术语
vyvd,1=中庸之道
vyve,1=知遇之恩
vyvp,1=招摇撞骗
vyvu,1=忠于职守
vyvy,1=仗义执言
vywf,1=中英文
vywi,1=只因未到伤心处
vywv,1=张牙舞爪
vyww,1=正因为
vyxn,1=知易行难
vyxq,1=这样下去
vyyh,1=中央银行
vyyl,1=这样一来
vyyr,1=珠圆玉润
vyyx,1=这样也行
vyyy,1=睁一眼闭一眼
vyzi,1=这样子
vzbd,1=志在必得
vzbj,1=诸子百家
vzbt,1=只字不提
vzcy,1=重在参与
vzgy,1=志在高远
vzhx,1=栀子花
vzil,1=知足常乐
vzjm,1=纸醉金迷
vzmf,1=知子莫若父
vzql,1=志在千里
vzsf,1=志在四方
vzvj,1=逐字逐句
vzvl,1=执子之手，与子偕老
vzwt,1=只字未提
vzxe,1=止增笑耳
wani,1=我爱你
wbbc,1=喂不饱
wbbz,1=万变不离其宗
wbcc,1=窝边草
wbdj,1=王八蛋
wbdt,1=文不对题
wbdy,1=万不得已
wbfr,1=我不犯人
wbgv,1=完璧归赵
wbhx,1=五笔画
wbig,1=完不成
wbjp,1=万般皆下品
wbln,1=忘不了
wblu,1=微波炉
wbly,1=威逼利诱
wbqi,1=玩不起
wbql,1=卧冰求鲤
wbry,1=我不入地狱谁入地狱
wbui,1=无不是
wbuy,1=无病呻吟
wbvl,1=微薄之力
wbvm,1=无本之木
wbvr,1=玩不转
wbvu,1=握不住
wbwj,1=无边无际
wbwn,1=万般无奈
wbxv,1=未卜先知
wbyu,1=无补于事
wbzd,1=微不足道
wbzi,1=卧病在床
wbzx,1=五笔字型
wcbf,1=五彩缤纷
wcbl,1=五彩斑斓
wctq,1=无从谈起
wcuj,1=唯才是举
wcuq,1=稳操胜券
wcxu,1=无从下手
wcxz,1=无从选择
wdbd,1=尾大不掉
wdbf,1=无毒不丈夫
wdds,1=无底洞
wddy,1=围点打援
wdfu,1=无的放矢
wdjq,1=五毒俱全
wdlt,1=王道乐土
wdml,1=危地马拉
wdmy,1=五斗米折腰
wdnq,1=舞刀弄枪
wdsc,1=五大三粗
wdub,1=无胆鼠辈
wdvt,1=未定之天
wdvv,1=歪打正着
wdvz,1=五大洲
wdwv,1=误打误撞
wdym,1=问道于盲
wdyo,1=无独有偶
wdyv,1=无动于衷
wdyx,1=无敌于天下
wdzr,1=无地自容
webz,1=无恶不作
wefy,1=忘恩负义
wema,1=沃尔玛
weqb,1=望而却步
weuw,1=望而生畏
wevy,1=万恶之源
wfbj,1=违法必究
wfbl,1=无风不起浪
wfbm,1=威风八面
wfbr,1=为富不仁
wfed,1=闻风而动
wfet,1=望风而逃
wfgx,1=万分感谢
wfjy,1=万分景仰
wflj,1=违法乱纪
wfll,1=威风凛凛
wflm,1=五福临门
wfpm,1=望风披靡
wfqj,1=无法企及
wfql,1=无风起浪
wfsb,1=文房四宝
wfsd,1=闻风丧胆
wfsf,1=微服私访
wfvy,1=万分之一
wfwh,1=无法挽回
wfwt,1=无法无天
wfxj,1=枉费心机
wfxq,1=歪风邪气
wfxu,1=无福消受
wfzb,1=无法自拔
wfzd,1=为非作歹
wfzy,1=无副作用
wgbf,1=五谷不分
wgbh,1=顽固不化
wgbl,1=无功不受禄
wgda,1=乌干达
wgdi,1=王公大臣
wgdj,1=无关大局
wgef,1=无功而返
wget,1=无功而退
wgev,1=无果而终
wgex,1=温故而知新
wgfd,1=五谷丰登
wggz,1=王公贵族
wgic,1=万古长存
wgiq,1=万古长青
wgjc,1=万贯家财
wgji,1=乌骨鸡
wgjq,1=为国捐躯
wgjy,1=无关紧要
wgke,1=五官科
wgle,1=玩够了
wglf,1=万古流芳
wgli,1=万国来朝
wglz,1=歪瓜裂枣
wgnu,1=亡国奴
wgqq,1=万古千秋
wgrf,1=外国人
wgty,1=无关痛痒
wguf,1=文过饰非
wgul,1=无功受禄
wgus,1=五光十色
wgvx,1=温故知新
wgwm,1=为国为民
wgwx,1=外国文学
wgyq,1=无官一身轻
wgyv,1=物归原主
wgzi,1=五个字
wgzl,1=五谷杂粮
wgzx,1=闻过则喜
whaz,1=呜呼哀哉
whbm,1=五花八门
whbt,1=无话不谈
whcl,1=卧虎藏龙
whdb,1=五花大绑
whdx,1=武汉大学
whgy,1=无后顾之忧
whib,1=外汇储备
whid,1=文化程度
whjh,1=王侯将相宁有种乎
whjx,1=王侯将相
whkn,1=外行看热闹
whku,1=无话可说
whqi,1=未婚妻
whqw,1=微乎其微
whqy,1=万壑千岩
whrz,1=五花肉
whsh,1=五湖四海
whsy,1=忘乎所以
whtb,1=物华天宝
whvu,1=玩忽职守
whvv,1=乌合之众
whws,1=完好无损
whxy,1=未婚先孕
whzf,1=玩火自焚
wiaz,1=龌龊腌臜
wibk,1=未尝不可
wibq,1=卧床不起
wibz,1=无处不在
wicu,1=无处藏身
widc,1=胃肠道
wijj,1=无产阶级
wikq,1=无处可去
wima,1=无重码
wimj,1=望尘莫及
winm,1=未成年
winr,1=未成年人
wiqu,1=望穿秋水
wiqy,1=无出其右
wive,1=无产者
wivt,1=无耻之徒
wivy,1=无耻之尤
wiwd,1=问长问短
wiyp,1=维持原判
wjbb,1=晚节不保
wjbx,1=瓦解冰消
wjdh,1=万家灯火
wjev,1=无疾而终
wjgt,1=危急关头
wjix,1=万箭穿心
wjkg,1=无家可归
wjki,1=无机可乘
wjku,1=无计可施
wjqw,1=闻鸡起舞
wjqy,1=物尽其用
wjri,1=位极人臣
wjsf,1=危机四伏
wjus,1=吾将上下而求索
wjuy,1=未尽事宜
wjvb,1=无价之宝
wjvj,1=刎颈之交
wjvt,1=无稽之谈
wjyl,1=我见犹怜
wjyu,1=无济于事
wjzx,1=万箭攒心
wkbb,1=无可辩驳
wkbj,1=唯恐不及
wkbn,1=无可比拟
wkbr,1=无孔不入
wkfg,1=无可奉告
wkhf,1=无可厚非
wkjy,1=无可救药
wkkj,1=无可抗拒
wkld,1=挽狂澜于既倒
wklj,1=乌克兰
wkmv,1=无可名状
wknh,1=无可奈何
wknq,1=无可奈何花落去
wktd,1=无可替代
wktl,1=唯恐天下不乱
wktt,1=无可挑剔
wkvb,1=无可争辩
wkvy,1=无可置疑
wkvz,1=无可指责
wkwh,1=无可挽回
wkwk,1=无可无不可
wkxl,1=无可限量
wkxs,1=挖空心思
wkyh,1=胃溃疡
wkym,1=网开一面
wkyu,1=无愧于
wkzd,1=纨绔子弟
wlba,1=忘了吧
wlbt,1=乌兰巴托
wlbz,1=为老不尊
wlcx,1=无理寸步难行
wldz,1=窝里斗
wlfj,1=窝里反
wlgj,1=温良恭俭
wlgr,1=温良恭俭让
wlgv,1=乌拉圭
wlhd,1=五雷轰顶
wlht,1=无力回天
wlhx,1=网络化
wlia,1=乌龙茶
wlii,1=万里长城
wljj,1=万籁俱寂
wljr,1=无脸见人
wlkh,1=雾里看花
wlkr,1=往来款
wlkt,1=无路可退
wlkz,1=无路可走
wlma,1=无理码
wlmq,1=乌鲁木齐
wlqn,1=无理取闹
wlqs,1=万缕千丝
wlrh,1=无论如何
wlsv,1=五六岁
wltd,1=无聊透顶
wlty,1=万里挑一
wltz,1=无厘头
wlui,1=五六十
wlut,1=唯利是图
wlvd,1=无立锥之地
wlwf,1=问了问
wlwv,1=五里雾中
wlwy,1=万里无云
wlxb,1=位列仙班
wlxg,1=物离乡贵
wlxj,1=物理学家
wlxt,1=物理学
wlxu,1=未老先衰
wlye,1=五粮液
wmbm,1=闻名不如见面
wmbt,1=万马奔腾
wmbv,1=萎靡不振
wmdr,1=妩媚动人
wmfu,1=五马分尸
wmih,1=为民除害
wmiz,1=蛙鸣蝉噪
wmjl,1=物美价廉
wmlm,1=文明礼貌
wmqm,1=为民请命
wmqv,1=寤寐求之
wmqy,1=万马齐喑
wmtu,1=亡命徒
wmty,1=亡命天涯
wmuc,1=唯命是从
wmuh,1=文明社会
wmui,1=无名氏
wmvb,1=无名之辈
wmvi,1=无米之炊
wmvk,1=望梅止渴
wmvr,1=万木争荣
wmvt,1=亡命之徒
wmvw,1=无冕之王
wmwq,1=完美无缺
wmwx,1=惟妙惟肖
wmxb,1=无名小辈
wmxd,1=歪门邪道
wmxe,1=闻名遐迩
wmxz,1=无名小卒
wnat,1=瓦努阿图
wnfw,1=窝囊废
wnjh,1=万念俱灰
wnji,1=五年级
wnjm,1=万能键
wnjn,1=忘年交
wnli,1=万年历
wnms,1=未能免俗
wnqi,1=窝囊气
wnqx,1=畏难情绪
wnrf,1=五内如焚
wnrl,1=委内瑞拉
wnry,1=吴侬软语
wnsi,1=威尼斯
wnuo,1=毋宁说
wnvb,1=无能之辈
wnvj,1=忘年之交
wnvu,1=污泥浊水
wnvx,1=无奈之下
wnwl,1=无能为力
wpmg,1=王婆卖瓜
wpwj,1=无凭无据
wqbt,1=完全不同
wqbu,1=无巧不成书
wqby,1=无奇不有
wqbz,1=乌七八糟
wqgw,1=无权过问
wqjn,1=挖墙脚
wqmm,1=温情脉脉
wqqq,1=委曲求全
wqsk,1=为情所困
wqsy,1=忘其所以
wqtx,1=无期徒刑
wqvc,1=万全之策
wqvg,1=外强中干
wqwg,1=无牵无挂
wqwj,1=无穷无尽
wqwu,1=无权无势
wqwy,1=无情无义
wqxb,1=望其项背
wrbd,1=巍然不动
wrbh,1=无肉不欢
wrbi,1=剜肉补疮
wrgw,1=无人过问
wrif,1=蔚然成风
wriu,1=为人处世
wrkx,1=万人空巷
wrlc,1=无人理睬
wrll,1=危如累卵
wrmk,1=文人墨客
wrmw,1=为人民服务
wrng,1=外柔内刚
wrnj,1=无人能及
wrpu,1=稳如磐石
wrqr,1=文如其人
wrqt,1=误入歧途
wrru,1=惘然若失
wrry,1=温润如玉
wrtu,1=稳如泰山
wrub,1=为人师表
wrux,1=为人说项
wrvu,1=万人之上
wrvx,1=无人知晓
wrwj,1=无人问津
wrxq,1=文人相轻
wryl,1=巍然屹立
wryr,1=污染源
wrzd,1=误人子弟
wrzj,1=为人作嫁
wsbb,1=无所不包
wsbc,1=万死不辞
wsbd,1=纹丝不动
wsbj,1=无所不用其极
wsbl,1=五色斑斓
wsbn,1=无所不能
wsbq,1=畏缩不前
wsbt,1=无所不通
wsbw,1=无所不为
wsby,1=无所不有
wsbz,1=无所不在
wsdx,1=无所遁形
wsgj,1=无所顾忌
wsnv,1=外孙女
wsqy,1=文思泉涌
wsuc,1=无所适从
wsuu,1=无所事事
wswj,1=无所畏惧
wsww,1=闻所未闻
wsyw,1=为所欲为
wsyx,1=无所用心
wsyy,1=我所欲也
wszw,1=无所作为
wtbh,1=乌托邦
wtcd,1=万头攒动
wtcy,1=无头苍蝇
wthx,1=渥太华
wtjl,1=味同嚼蜡
wtjm,1=无条件
wtmk,1=维他命
wtrf,1=委托人
wtru,1=为他人作嫁衣裳
wtrx,1=为他人着想
wttd,1=五体投地
wtui,1=问题是
wtuj,1=五台山
wtvu,1=卧榻之上
wtwl,1=文韬武略
wubb,1=五十步笑百步
wubg,1=玩世不恭
wubr,1=万事不求人
wubw,1=为时不晚
wudj,1=万事大吉
wudy,1=无伤大雅
wuhc,1=晚上好
wujb,1=万事俱备
wujf,1=万事俱备，只欠东风
wukn,1=万事开头难
wulf,1=万世流芳
wumc,1=乌纱帽
wume,1=为什么
wuql,1=物伤其类
wurf,1=物是人非
wury,1=万事如意
wusu,1=维生素
wuub,1=万世师表
wuue,1=唯手熟尔
wuuz,1=为时尚早
wuvd,1=为数众多
wuvm,1=五十知天命
wuwx,1=无声无息
wuxy,1=温室效应
wuyw,1=为时已晚
wuzt,1=无师自通
wvai,1=无障碍
wvbb,1=文质彬彬
wvdj,1=围追堵截
wvdr,1=为之动容
wvfu,1=无政府
wvfy,1=无政府主义
wvgu,1=尾椎骨
wvhx,1=无纸化
wvjk,1=无止境
wvju,1=无证驾驶
wvjy,1=无照经营
wvqd,1=万众期待
wvqj,1=稳中求进
wvuy,1=无中生有
wvvb,1=瓮中捉鳖
wvvd,1=文绉绉的
wvvw,1=无知者无畏
wvvz,1=文绉绉
wvwd,1=稳扎稳打
wvwg,1=文治武功
wvwq,1=完整无缺
wvwv,1=玩着玩着
wvwy,1=万中无一
wvxk,1=完整性
wvys,1=恶之欲其死
wvyu,1=稳中有升
wvyv,1=为之一振
wvyx,1=万众一心
wvzj,1=闻者足戒
wwbl,1=无往不利
wwbq,1=威武不屈
wwbv,1=无微不至
wwdd,1=稳稳当当
wwdl,1=娓娓道来
wwdt,1=娓娓动听
wwdx,1=未完待续
wwdz,1=唯我独尊
wwel,1=无往而不利
wwer,1=维吾尔
wwet,1=娓娓而谈
wwev,1=无为而治
wwey,1=温文尔雅
wwez,1=维吾尔族
wwjj,1=文文静静
wwjq,1=五味俱全
wwjv,1=围魏救赵
wwmd,1=万万没想到
wwnm,1=舞文弄墨
wwnn,1=唯唯诺诺
wwqn,1=兀兀穷年
wwqq,1=完完全全
wwsy,1=为我所用
wwuq,1=文武双全
wwuy,1=望文生义
wwvd,1=文武之道
wwvg,1=蔚为壮观
wwvv,1=完完整整
wwvz,1=无妄之灾
wwwq,1=望闻问切
wwxx,1=歪歪斜斜
wwzx,1=嗡嗡作响
wxbf,1=戊戌变法
wxdm,1=无线电
wxdu,1=无需多说
wxfu,1=无暇分身
wxgj,1=无暇顾及
wxgx,1=万象更新
wxhq,1=五星红旗
wxid,1=卧薪尝胆
wxiv,1=胃下垂
wxjg,1=无暇兼顾
wxji,1=五星级
wxjx,1=文学家
wxki,1=无隙可乘
wxkj,1=无懈可击
wxly,1=威胁利诱
wxnb,1=蜗行牛步
wxpu,1=五线谱
wxqi,1=危险期
wxrf,1=外星人
wxsd,1=威信扫地
wxvi,1=无休止
wxvu,1=无心之失
wxvy,1=唯心主义
wxwh,1=无线网
wxwk,1=问心无愧
wxws,1=我行我素
wxwv,1=无休无止
wxxk,1=危险性
wxzi,1=无形资产
wybl,1=亡羊补牢
wybq,1=五音不全
wybv,1=无一不知
wydg,1=唯有读书高
wydm,1=晚一点
wydy,1=微言大义
wyer,1=玩意儿
wyev,1=勿以恶小而为之
wyff,1=五月份
wyfj,1=无以复加
wygs,1=无用功
wyhy,1=污言秽语
wyim,1=未雨绸缪
wyjk,1=望远镜
wykj,1=无药可救
wylb,1=无与伦比
wyld,1=万应灵丹
wyli,1=无压力
wylj,1=物以类聚
wyls,1=五颜六色
wylw,1=无一例外
wymb,1=乌云密布
wyna,1=维也纳
wynf,1=外圆内方
wyny,1=无语凝噎
wyql,1=沃野千里
wyqv,1=蜿蜒曲折
wyry,1=无业人员
wyst,1=危言耸听
wyui,1=无疑是
wyuj,1=武夷山
wyuw,1=勿以善小而不为
wyve,1=闻一知二
wyvq,1=乌烟瘴气
wyvs,1=无意中
wyvu,1=无源之水
wyvv,1=无意之中
wyvy,1=毋庸置疑
wywb,1=无以为报
wywd,1=无用武之地
wywf,1=文言文
wywg,1=无缘无故
wywh,1=无怨无悔
wywi,1=无冤无仇
wywj,1=无以为继
wywk,1=无依无靠
wywl,1=无忧无虑
wywz,1=无影无踪
wyxc,1=为伊消得人憔悴
wyxg,1=物以稀为贵
wyxi,1=玩游戏
wyxj,1=婉言谢绝
wyxm,1=无一幸免
wyxt,1=望洋兴叹
wyyc,1=唯一一次
wyyd,1=无言以对
wyyg,1=唯一一个
wyyi,1=望眼欲穿
wyyj,1=我意已决
wyyl,1=万有引力
wyym,1=无业游民
wyyu,1=无异于
wyzd,1=文以载道
wyzg,1=无欲则刚
wyzv,1=乌鸦嘴
wzbk,1=乌兹别克
wzbt,1=乌兹别克斯坦
wzdt,1=稳坐钓鱼台
wzdx,1=危在旦夕
wzfb,1=妄自菲薄
wzfu,1=外祖父
wzfz,1=王子犯法与庶民同罪
wzil,1=望子成龙
wzjm,1=无则加勉
wzjq,1=五脏俱全
wzlf,1=五脏六腑
wzli,1=屋子里
wzmu,1=外祖母
wzqh,1=万紫千红
wzqi,1=五子棋
wzqv,1=无足轻重
wzqy,1=外资企业
wztu,1=无字天书
wzxi,1=晚自习
wzyx,1=文字游戏
wzzd,1=妄自尊大
wzzu,1=畏罪自杀
xajd,1=西安交大
xajh,1=笑傲江湖
xajx,1=西安交通大学
xald,1=心安理得
xawu,1=相安无事
xbbo,1=香饽饽
xbdb,1=想不到吧
xbdv,1=喧宾夺主
xbgo,1=信不过
xbgx,1=行不更名，坐不改姓
xbil,1=想不出来
xbkd,1=想不开
xble,1=下班了
xblt,1=下不来台
xbly,1=西伯利亚
xbql,1=想不起来
xbqy,1=下笔千言
xbrm,1=幸不辱命
xbru,1=下笔如有神
xbsj,1=小瘪三
xbty,1=信笔涂鸦
xbuy,1=小本生意
xbvd,1=下不着地
xbvx,1=相比之下
xbwl,1=下不为例
xbxg,1=习不习惯
xbxh,1=喜不喜欢
xbxn,1=信不信由你
xbxy,1=需不需要
xbya,1=西班牙
xbye,1=下半夜
xbyv,1=邪不压正
xbyy,1=瑕不掩瑜
xbzj,1=喜不自禁
xbzu,1=喜不自胜
xbzy,1=心不在焉
xcba,1=下次吧
xcbm,1=秀才不出门
xcdl,1=雄才大略
xcgj,1=心存感激
xcjd,1=心存芥蒂
xcjm,1=下次见
xcjw,1=心存敬畏
xcjx,1=心存侥幸
xcmk,1=小聪明
xctj,1=喜从天降
xcur,1=心慈手软
xcxb,1=瞎操心
xcyb,1=秀才遇到兵
xcyd,1=小菜一碟
xcyl,1=心存疑虑
xcyq,1=秀才遇到兵，有理说不清
xczi,1=秀才造反，三年不成
xdbc,1=相当不错
xdda,1=羞答答
xddh,1=响当当
xddy,1=笑掉大牙
xdey,1=相对而言
xdez,1=席地而坐
xdgo,1=信得过
xdhx,1=现代化
xdif,1=下得厨房
xdiu,1=相当程度上
xdji,1=小肚鸡肠
xdjl,1=心胆俱裂
xdjm,1=兄弟姐妹
xdju,1=凶多吉少
xdjx,1=下定决心
xdkd,1=想得开
xdkg,1=相当可观
xdkn,1=相当困难
xdle,1=想到了
xdli,1=新德里
xdlq,1=下大力气
xdlu,1=新大陆
xdmf,1=相当麻烦
xdmu,1=闲的没事
xdmw,1=想得美
xdnh,1=虚度年华
xdnm,1=想当年
xdrf,1=许多人
xdrj,1=想当然
xdry,1=相当容易
xdtj,1=兄弟同心，其利断金
xdts,1=行得通
xdul,1=心地善良
xdum,1=心荡神迷
xdwf,1=现代文
xdwk,1=先睹为快
xdwl,1=闲得无聊
xdwn,1=胸大无脑
xdwx,1=现代文学
xdxk,1=相对性
xdxn,1=小打小闹
xdxq,1=兄弟阋墙
xdxx,1=小道消息
xdyu,1=相当于
xdyv,1=形单影只
xdzo,1=小动作
xeby,1=笑而不语
xedy,1=希尔顿
xegt,1=洗耳恭听
xejk,1=小而精
xeke,1=小儿科
xemb,1=小儿麻痹
xeuh,1=形而上
xeuv,1=学而时习之
xeux,1=形而上学
xewj,1=悬而未决
xexh,1=小恩小惠
xexx,1=形而下
xeyj,1=显而易见
xeyu,1=学而优则仕
xeyx,1=玄而又玄
xfap,1=媳妇熬成婆
xfcy,1=晓风残月
xfdg,1=仙风道骨
xfdh,1=心腹大患
xfdu,1=小幅度
xfer,1=媳妇儿
xfhu,1=相逢何必曾相识
xfie,1=消防车
xfja,1=小富即安
xfji,1=兴奋剂
xfjz,1=相夫教子
xfkf,1=心服口服
xfpb,1=消费品
xfqz,1=心浮气躁
xfsy,1=学非所用
xfuf,1=想方设法
xfuv,1=消费税
xfve,1=消费者
xfvh,1=心腹之患
xfvr,1=先发制人
xfwi,1=学富五车
xfxi,1=相辅相成
xfxm,1=新发现
xfxy,1=腥风血雨
xfyi,1=相逢一笑泯恩仇
xfyl,1=心烦意乱
xfyr,1=消防员
xfzl,1=兴风作浪
xgbi,1=响鼓不需重锤
xgbj,1=修改版
xgbs,1=吓个半死
xgcg,1=小高层
xgcl,1=兴高采烈
xgcs,1=萧规曹随
xgdc,1=香港岛
xgdi,1=小姑独处
xgdj,1=循规蹈矩
xgdx,1=香港大学
xgfu,1=下工夫
xggc,1=修改稿
xggm,1=小国寡民
xggz,1=相关工作
xgic,1=性高潮
xgir,1=习惯成自然
xgjd,1=寻根究底
xgjp,1=膝关节
xgjx,1=香港浸会大学
xgkx,1=香港科技大学
xgle,1=习惯了
xglj,1=小概率事件
xgll,1=香格里拉
xglx,1=香港理工大学
xgnl,1=小姑娘
xgqa,1=心高气傲
xgqy,1=心甘情愿
xgry,1=相关人员
xguh,1=新官上任三把火
xguj,1=下个世纪
xgur,1=新官上任
xgvx,1=学贯中西
xgwd,1=寻根问底
xgxh,1=形槁心灰
xgxk,1=习惯性
xgxq,1=下个星期
xgyd,1=侠肝义胆
xgyt,1=下个月
xgyv,1=行高于人，众必非之
xgzc,1=洗个澡
xgzr,1=相关责任人
xgzy,1=小鬼遭殃
xhbg,1=心怀不轨
xhbi,1=笑话百出
xhbx,1=纤毫毕现
xhdb,1=血红蛋白
xhdg,1=信号灯
xhdp,1=销魂夺魄
xhdv,1=胸怀大志
xhfj,1=下回分解
xhgt,1=心怀鬼胎
xhhe,1=笑呵呵
xhiu,1=鲜花插在牛粪上
xhjh,1=新欢旧好
xhju,1=悬壶济世
xhnf,1=心花怒放
xhpc,1=心怀叵测
xhrg,1=虚怀若谷
xhug,1=销魂蚀骨
xhuh,1=行贿受贿
xhui,1=血海深仇
xhul,1=心狠手辣
xhup,1=小鹤双拼
xhuu,1=闲话少说
xhvr,1=向后转
xhvt,1=绣花枕头
xhwf,1=循环往复
xhwl,1=寻花问柳
xhwn,1=嘘寒问暖
xhwu,1=悬壶问世
xhwv,1=学会为止
xhwy,1=学海无涯
xhxi,1=薪火相传
xhxm,1=下划线
xhxt,1=循环系统
xhyc,1=闲花野草
xhye,1=新婚燕尔
xhyl,1=心灰意冷
xhyq,1=虚晃一枪
xhyu,1=显赫一时
xhyv,1=心回意转
xhyx,1=小鹤音形
xhzd,1=新华字典
xhzi,1=小伙子
xhzl,1=寻欢作乐
xibr,1=纤尘不染
xide,1=现成的
xide,1=现成的
xiis,1=兴冲冲
xijh,1=新仇旧恨
xijj,1=新春佳节
xilx,1=咸吃萝卜淡操心
xipm,1=宣传片
xipp,1=心潮澎湃
xitc,1=行差踏错
xiuw,1=心驰神往
xivg,1=修成正果
xiys,1=行成于思
xiyx,1=响彻云霄
xizl,1=心诚则灵
xjbb,1=血迹斑斑
xjbf,1=想尽办法
xjbg,1=星级宾馆
xjbi,1=相交不拆
xjby,1=小家碧玉
xjdg,1=消极怠工
xjdr,1=现阶段
xjdv,1=心惊胆战
xjeq,1=喜极而泣
xjhi,1=薪尽火传
xjhj,1=相煎何急
xjhl,1=心急火燎
xjho,1=小家伙
xjhw,1=相见恨晚
xjhx,1=戏剧化
xjie,1=小轿车
xjif,1=心急吃不了热豆腐
xjiv,1=洗剪吹
xjix,1=相继出现
xjja,1=雄赳赳，气昂昂
xjjd,1=星级酒店
xjjk,1=洗洁精
xjjm,1=行将就木
xjjq,1=小九九
xjky,1=形迹可疑
xjln,1=下脚料
xjly,1=喜结良缘
xjmy,1=细嚼慢咽
xjpm,1=喜剧片
xjpo,1=新加坡
xjpx,1=新加坡国立大学
xjqh,1=洗尽铅华
xjqu,1=陷进去
xjrb,1=相敬如宾
xjrf,1=心急如焚
xjrt,1=心惊肉跳
xjtj,1=先决条件
xjtr,1=学究天人
xjts,1=心绞痛
xjvm,1=先见之明
xjwq,1=新疆维吾尔自治区
xjxc,1=献计献策
xjxk,1=先进性
xjxu,1=相机行事
xjyi,1=虚惊一场
xjyk,1=洗劫一空
xjys,1=消极因素
xjyu,1=相较于
xjzq,1=小家子气
xkch,1=信口雌黄
xkht,1=先苦后甜
xkkh,1=信口开河
xkpr,1=血口喷人
xkry,1=心口如一
xktp,1=心宽体胖
xkuy,1=心旷神怡
xlau,1=心理暗示
xlbe,1=迅雷不及掩耳
xlbm,1=下落不明
xlbr,1=下里巴人
xlcg,1=悬梁刺股
xldj,1=性冷淡
xlfd,1=心理负担
xlfx,1=心理分析
xlhb,1=先礼后兵
xlhd,1=先来后到
xlhl,1=稀里哗啦
xlht,1=稀里糊涂
xlib,1=兴利除弊
xlil,1=心理承受能力
xljc,1=心力交瘁
xlkz,1=小两口
xlli,1=心路历程
xllv,1=小鹿乱撞
xlnl,1=心理年龄
xlrm,1=心乱如麻
xlrw,1=熙来攘往
xluq,1=心灵手巧
xlva,1=心理障碍
xlvb,1=心理准备
xlwu,1=闲来无事
xlxf,1=狭路相逢
xlxj,1=心理学家
xlyl,1=心理压力
xlzx,1=心理咨询
xlzy,1=心理作用
xmdx,1=厦门大学
xmfv,1=血脉偾张
xmhu,1=笑面虎
xmjg,1=性命交关
xmly,1=喜马拉雅
xmmi,1=笑眯眯
xmpp,1=相貌平平
xmtt,1=相貌堂堂
xmul,1=卸磨杀驴
xmwd,1=邪门歪道
xmxy,1=像模像样
xmyl,1=心明眼亮
xmyn,1=幸免于难
xnal,1=喜怒哀乐
xnbl,1=徐娘半老
xnkl,1=新年快乐
xnwi,1=喜怒无常
xnxg,1=心脑血管
xnxu,1=虚拟现实
xpaf,1=嫌贫爱富
xpca,1=橡皮擦
xphd,1=小屁孩
xpni,1=橡皮泥
xpnr,1=细皮嫩肉
xppf,1=香喷喷
xpqh,1=心平气和
