aaba,1=阿爸
xlmc,1=相貌
xlmm,1=相面
xlmn,1=橡
xlmo,1=降魔
xlmu,1=项目
xlmx,1=想
xlmy,1=骧
xlnl,1=心理年龄
xlnm,1=想念
xlnw,1=向内
xlpi,1=橡皮
xlpk,1=向
xlpm,1=相片
xlpu,1=相扑
xlpw,1=相配
xlpy,1=祥
xlqb,1=相亲
xlqi,1=想起
xlqk,1=详情
xlqm,1=向前
xlqr,1=项圈
xlrf,1=相认
xlrh,1=相让
xlrm,1=心乱如麻
xlrn,1=像
xlrs,1=相容
xlrv,1=祥瑞
xlrw,1=熙来攘往
xlsi,1=相似
xlso,1=缃
xlsu,1=像素
xlsv,1=相随
xlsy,1=𬙋
xlti,1=箱体
xltj,1=湘潭
xltm,1=香甜
xlto,1=相托
xlts,1=相同
xltu,1=乡土
xltz,1=相投
xluf,1=乡绅
xlug,1=相声
xluh,1=向上
xlui,1=相识
xluj,1=香山
xluk,1=饷
xluo,1=想说
xluq,1=心灵手巧
xluu,1=详述
xluv,1=香水
xluz,1=享受
xlva,1=心理障碍
xlvb,1=心理准备
xlve,1=想着
xlvf,1=乡镇
xlvg,1=象征
xlvh,1=乡长
xlvi,1=相知
xlvj,1=巷战
xlvl,1=相撞
xlvo,1=箱
xlvp,1=乡
xlvs,1=相中
xlvu,1=相助
xlwd,1=向外
xlwf,1=想问
xlwh,1=向往
xlwk,1=珦
xlwu,1=闲来无事
xlww,1=香味
xlwy,1=襄
xlwz,1=享
xlxb,1=相信
xlxf,1=狭路相逢
xlxi,1=详细
xlxj,1=心理学家
xlxk,1=象形
xlxl,1=想象
xlxn,1=想笑
xlxq,1=湘绣
xlxt,1=想学
xlxu,1=相许
xlxx,1=乡下
xlxy,1=香薰
xlya,1=象牙
xlyb,1=乡音
xlyc,1=想要
xlyh,1=像样
xlyi,1=相依
xlyj,1=香烟
xlyk,1=相应
xlyl,1=心理压力
xlys,1=享用
xlyt,1=相约
xlyu,1=相遇
xlyx,1=翔
xlyy,1=祥云
xlyz,1=向右
xlzc,1=香皂
xlzi,1=箱子
xlzo,1=向左
xlzr,1=镶钻
xlzx,1=心理咨询
xlzy,1=心理作用
xmad,1=咸
xmay,1=鲜
xmbc,1=献宝
xmbd,1=显摆
xmbe,1=宪
xmbk,1=馅饼
xmbm,1=痫
xmbn,1=𬸣
xmbp,1=先别
xmbw,1=先辈
xmca,1=莶
xmcc,1=仙草
xmcd,1=咸菜
xmce,1=苋
xmcy,1=现存
xmdd,1=现代
xmde,1=显得
xmdi,1=贤弟
xmdj,1=咸蛋
xmdk,1=限定
xmdn,1=掀掉
xmdo,1=嫌多
xmdr,1=线段
xmdu,1=限度
xmdx,1=厦门大学
xmdz,1=涎
xmea,1=险
xmee,1=限额
xmeg,1=限
xmej,1=陷
xmfa,1=宪法
xmfc,1=挦
xmfg,1=先锋
xmfh,1=现房
xmfj,1=闲饭
xmfr,1=掀
xmfv,1=血脉偾张
xmgl,1=闲逛
xmgr,1=县官
xmgu,1=仙姑
xmgv,1=显贵
xmgw,1=献给
xmgy,1=弦
xmgz,1=限购
xmhc,1=纤毫
xmhd,1=陷害
xmhe,1=显赫
xmho,1=现货
xmhs,1=鲜红
xmhu,1=笑面虎
xmhv,1=贤惠
xmhx,1=鲜花
xmhz,1=先后
xmic,1=现钞
xmie,1=闲扯
xmif,1=贤臣
xmig,1=县城
xmih,1=现场
xmii,1=先吃
xmij,1=限产
xmiu,1=献出
xmiz,1=献丑
xmjb,1=先进
xmje,1=铣
xmjg,1=性命交关
xmji,1=先机
xmjk,1=陷阱
xmjp,1=衔接
xmjr,1=锨
xmjt,1=先决
xmjx,1=现价
xmjy,1=险峻
xmka,1=显卡
xmkd,1=掀开
xmkl,1=现况
xmkr,1=现款
xmle,1=闲了
xmli,1=先例
xmlk,1=县令
xmll,1=限量
xmln,1=闲聊
xmlo,1=陷落
xmlp,1=先烈
xmlr,1=贤
xmlu,1=线路
xmly,1=喜马拉雅
xmme,1=籼
xmmi,1=笑眯眯
xmmk,1=鲜明
xmmm,1=闲
xmmn,1=鹇
xmmu,1=羡慕
xmmw,1=鲜美
xmnd,1=鲜奶
xmne,1=先
xmnf,1=鲜嫩
xmng,1=贤能
xmnj,1=孅
xmnm,1=现年
xmnn,1=嫌
xmnv,1=仙女
xmoe,1=𪾢
xmoh,1=㬎
xmou,1=腺
xmoy,1=显
xmpp,1=相貌平平
xmpt,1=祆
xmpu,1=禒
xmqa,1=猃
xmqb,1=先秦
xmqe,1=氙
xmqi,1=嫌弃
xmqk,1=闲情
xmqm,1=先前
xmqr,1=线圈
xmqs,1=县
xmqu,1=先去
xmqx,1=狝
xmre,1=仙
xmrf,1=闲人
xmrj,1=显然
xmro,1=纤弱
xmru,1=陷入
xmry,1=伭
xmsj,1=闲散
xmso,1=线索
xmsq,1=纤
xmsu,1=限速
xmtc,1=仙桃
xmtj,1=闲谈
xmtm,1=先天
xmtn,1=线条
xmtr,1=线团
xmtt,1=相貌堂堂
xmtz,1=先头
xmuc,1=嫌少
xmuf,1=现身
xmug,1=先生
xmuh,1=献上
xmui,1=显示
xmuj,1=馅
xmul,1=卸磨杀驴
xmuo,1=先说
xmuq,1=献
xmuu,1=娴熟
xmvc,1=先兆
xmve,1=闲着
xmvf,1=县镇
xmvg,1=现正
xmvh,1=县长
xmvi,1=限制
xmvl,1=现状
xmvu,1=显著
xmvy,1=舷
xmwd,1=邪门歪道
xmwe,1=现
xmwg,1=仙翁
xmwk,1=咸
xmww,1=纤维
xmwy,1=玹
xmxb,1=闲心
xmxi,1=纤细
xmxk,1=现行
xmxl,1=现象
xmxm,1=显现
xmxp,1=险些
xmxq,1=纤秀
xmxr,1=忺
xmxt,1=鲜血
xmxx,1=闲暇
xmxy,1=像模像样
xmya,1=县衙
xmyc,1=险要
xmye,1=酰
xmyh,1=咸阳
xmyi,1=嫌疑
xmyj,1=鲜艳
xmyk,1=𫍯
xmyl,1=心明眼亮
xmyn,1=幸免于难
xmyr,1=羡
xmys,1=先用
xmyu,1=咸鱼
xmyw,1=霰
xmyz,1=现有
xmza,1=闲杂
xmzc,1=险遭
xmzd,1=现在
xmze,1=跣
xmzf,1=暹
xmzi,1=仙子
xmzu,1=先祖
xmzz,1=先走
xnal,1=喜怒哀乐
xnan,1=销案
xnbb,1=皛
xnbf,1=小本
xnbk,1=笑柄
xnbl,1=徐娘半老
xnbm,1=小便
xnbo,1=宵
xnbp,1=小别
xnbw,1=小辈
xncc,1=小草
xncd,1=小菜
xnci,1=消磁
xncs,1=小葱
xncy,1=小村
xndc,1=小道
xnde,1=晓得
xndi,1=小弟
xndm,1=小店
xndn,1=小调
xndo,1=淆
xnds,1=潇
xndu,1=消毒
xndv,1=小队
xndx,1=洨
xndz,1=涍
xnee,1=小额
xneo,1=崤
xner,1=小儿
xnfa,1=效法
xnfh,1=消防
xnfj,1=小贩
xnfu,1=校服
xnfw,1=消费
xngo,1=效果
xngr,1=小官
xngu,1=小姑
xngv,1=小鬼
xngz,1=小狗
xnhc,1=消耗
xnhd,1=小孩
xnhe,1=小鹤
xnho,1=小伙
xnhu,1=销户
xnhv,1=销毁
xnhx,1=笑话
xnhy,1=销魂
xnic,1=小炒
xnie,1=小车
xnif,1=消沉
xnig,1=小城
xnih,1=小肠
xnii,1=小吃
xnio,1=蛸
xnir,1=哮喘
xnis,1=蟏
xniu,1=消除
xniz,1=小丑
xnjb,1=宵禁
xnji,1=消极
xnjj,1=虓
xnjk,1=孝敬
xnjn,1=小脚
xnjo,1=销
xnjp,1=小姐
xnjx,1=小家
xnkd,1=小楷
xnke,1=小可
xnkh,1=小康
xnkj,1=小看
xnkk,1=嚣
xnkl,1=新年快乐
xnkn,1=鸮
xnks,1=小孔
xnkw,1=哓
xnkz,1=哮
xnlc,1=效劳
xnld,1=小
xnle,1=笑了
xnli,1=效力
xnll,1=销量
xnlm,1=笑脸
xnln,1=笑料
xnlu,1=小路
xnlv,1=效率
xnlz,1=孝
xnma,1=笑骂
xnmc,1=小猫
xnmd,1=小麦
xnmf,1=校门
xnmi,1=小米
xnmj,1=小满
xnmk,1=效命
xnmo,1=消磨
xnmp,1=消灭
xnmv,1=枵
xnmw,1=小妹
xnmx,1=校
xnna,1=笑纳
xnng,1=效能
xnnn,1=小鸟
xnnq,1=小妞
xnnw,1=校内
xnow,1=晓
xnpb,1=小品
xnpm,1=小片
xnqi,1=小气
xnqj,1=猇
xnqk,1=校庆
xnqm,1=消遣
xnqn,1=小巧
xnqu,1=小区
xnrf,1=小人
xnrs,1=笑容
xnrx,1=翛
xnsa,1=潇洒
xnse,1=萧瑟
xnsi,1=笑死
xnsj,1=消散
xnso,1=萧索
xnsr,1=硝酸
xntj,1=小摊
xntk,1=消停
xntn,1=萧条
xntv,1=小腿
xntz,1=小偷
xnue,1=校舍
xnug,1=笑声
xnui,1=消失
xnuj,1=小山
xnuo,1=小说
xnuu,1=小数
xnuy,1=孝顺
xnuz,1=销售
xnve,1=笑着
xnvf,1=小镇
xnvh,1=校长
xnvi,1=小指
xnvj,1=小站
xnvr,1=小篆
xnvs,1=小众
xnvw,1=筱
xnvy,1=笑
xnwd,1=校外
xnwh,1=消亡
xnwi,1=喜怒无常
xnwj,1=小碗
xnwu,1=小屋
xnww,1=校尉
xnxb,1=小心
xnxd,1=削
xnxg,1=心脑血管
xnxi,1=消息
xnxk,1=小型
xnxl,1=小巷
xnxn,1=小小
xnxo,1=肖
xnxp,1=小写
xnxs,1=枭雄
xnxt,1=小学
xnxu,1=虚拟现实
xnxw,1=敩
xnxx,1=恔
xnyc,1=逍遥
xnye,1=宵夜
xnyh,1=小样
xnyi,1=效益
xnyj,1=消炎
xnyk,1=效应
xnyo,1=霄
xnyr,1=校园
xnys,1=效用
xnyu,1=小雨
xnyy,1=𫍲
xnyz,1=校友
xnzc,1=小灶
xnzd,1=消灾
xnzh,1=销赃
xnzi,1=小子
xnzo,1=逍
xnzu,1=小组
xpaf,1=嫌贫爱富
xpat,1=鲑
xpbj,1=协办
xpbm,1=斜边
xpby,1=写
xpca,1=橡皮擦
xpcd,1=歇菜
xpcj,1=薤
xpcn,1=薢
xpco,1=写错
xpdc,1=邪道
xpdd,1=携带
xpdi,1=鞋底
xpdj,1=瀣
xpdk,1=协定
xpdm,1=鞋垫
xpdn,1=卸掉
xpdu,1=亵渎
xpdy,1=泻
xpdz,1=械斗
xpee,1=邪恶
xpen,1=谢恩
xpfa,1=写法
xpfd,1=契
xpff,1=泄愤
xpfh,1=协防
xpfj,1=挟
xpfn,1=携
xpfr,1=撷
xpfx,1=絜
xpgc,1=写稿
xpgf,1=鞋跟
xpgh,1=斜杠
xpgn,1=廨
xpgo,1=写过
xpgt,1=鞋
xpgw,1=写给
xphc,1=写好
xphd,1=小屁孩
xphe,1=协和
xphf,1=泄恨
xphl,1=蟹黄
xpho,1=卸货
xphs,1=泄洪
xphu,1=邪乎
xphv,1=协会
xphy,1=燮
xphz,1=邂逅
xpia,1=协查
xpie,1=卸车
xpig,1=写成
xpih,1=鞋厂
xpiu,1=写出
xpiv,1=蝎
xpjk,1=协警
xpjn,1=邪教
xpjq,1=写就
xpjt,1=谢绝
xpke,1=谢客
xpku,1=叶
xple,1=谢了
xplu,1=泄露
xplv,1=斜率
xplx,1=勰
xplz,1=泄漏
xpmc,1=鞋帽
xpmd,1=楔
xpmf,1=邪门
xpmi,1=泄密
xpmk,1=写明
xpmm,1=斜面
xpmo,1=邪魔
xpmu,1=谢幕
xpni,1=橡皮泥
xpnm,1=邪念
xpnr,1=细皮嫩肉
xpob,1=胁
xpor,1=歇
xppe,1=卸
xppf,1=香喷喷
xppm,1=血
xppo,1=胁迫
xpqh,1=心平气和
xpqi,1=泄气
xpqn,1=獬
xprb,1=偕
xprd,1=偰
xprf,1=卸任
xprt,1=㙦
xpru,1=写入
xpsr,1=缬
xpsu,1=歇宿
xpti,1=斜体
xptn,1=协调
xpts,1=协同
xpub,1=协
xpue,1=斜射
xpug,1=写生
xpuh,1=协商
xpui,1=写实
xpuo,1=屑
xpur,1=颉
xpuu,1=写书
xpuz,1=携手
xpvc,1=写照
xpve,1=写着
xpvf,1=写真
xpvj,1=新瓶装旧酒
xpvl,1=卸妆
xpvu,1=协助
xpwa,1=鞋袜
xpwe,1=卸
xpwf,1=斜纹
xpwj,1=写完
xpww,1=些微
xpwy,1=亵
xpxb,1=写信
xpxi,1=歇息
xpxl,1=嬉皮笑脸
xpxm,1=斜线
xpxn,1=懈
xpxp,1=谢谢
xpxt,1=谐谑
xpxu,1=些许
xpxx,1=写下
xpyb,1=谐音
xpyc,1=泻药
xpye,1=邪
xpyh,1=斜阳
xpyi,1=协议
xpyj,1=斜眼
xpyt,1=协约
xpyu,1=泄欲
xpyz,1=小朋友
xpzd,1=卸载
xpzi,1=鞋子
xpzi,2=蝎子
xpzn,1=邂
xpzo,1=写作
xpzv,1=谢罪
xpzy,1=躞
xqah,1=兴趣爱好
xqam,1=髹
xqar,1=兴趣盎然
xqbb,1=宿
xqbj,1=休班
xqbn,1=袖标
xqbu,1=修补
xqcd,1=秀才
xqce,1=需求侧
xqci,1=修辞
xqcj,1=羞惭
xqdk,1=修订
xqdo,1=滫
xqdq,1=溴
xqer,1=星期二
xqey,1=岫
xqfa,1=秀发
xqff,1=羞愤
xqfg,1=血气方刚
xqfu,1=修复
xqgd,1=修改
xqgg,1=稀奇古怪
xqgk,1=休怪
xqgm,1=庥
xqhc,1=修好
xqhn,1=秀
xqhs,1=羞红
xqhx,1=绣花
xqie,1=小汽车
xqih,1=修长
xqii,1=羞耻
xqio,1=䗛
xqjm,1=修建
xqjn,1=锈
xqjt,1=嗅觉
xqjx,1=休假
xqjy,1=虚情假意
xqke,1=休克
xqkj,1=向前看
xqkm,1=咻
xqkq,1=嗅
xqkv,1=羞愧
xqkz,1=袖口
xqld,1=想起来
xqle,1=想起了
xqli,1=修理
xqlj,1=小桥流水人家
xqll,1=小巧玲珑
xqlm,1=修炼
xqlo,1=修罗
xqlq,1=星期六
xqlu,1=修路
xqmm,1=休眠
xqmu,1=朽木
xqmv,1=朽
xqmw,1=秀美
xqnc,1=羞恼
xqnj,1=羞赧
xqnv,1=修女
xqpw,1=修配
xqpy,1=袖
xqqi,1=秀气
xqqn,1=修桥
xqqp,1=羞怯
xqqq,1=绣球
xqrf,1=羞人
xqri,1=星期日
xqrm,1=休
xqrn,1=鸺
xqro,1=脩
xqrp,1=修
xqru,1=羞辱
xqsc,1=羞臊
xqse,1=羞涩
xqsi,1=星期四
xqsj,1=星期三
xqsn,1=绣
xqtc,1=袖套
xqtk,1=休庭
xqtm,1=星期天
xqts,1=袖筒
xqud,1=下情上达
xquf,1=修身
xqui,1=修饰
xquj,1=修缮
xquu,1=修书
xquy,1=相去甚远
xqvf,1=袖珍
xqvg,1=修正
xqvh,1=袖章
xqvi,1=休止
xqvj,1=休战
xqvm,1=貅
xqvu,1=修筑
xqwj,1=相去无几
xqwn,1=琇
xqwo,1=珛
xqwu,1=星期五
xqww,1=修为
xqxa,1=相亲相爱
xqxg,1=休戚相关
xqxi,1=休息
xqxk,1=修行
xqxl,1=休想
xqxm,1=休闲
xqxt,1=休学
xqye,1=休业
xqyg,1=休戚与共
xqyh,1=修养
xqyi,1=星期一
xqyu,1=羞于
xqyv,1=闲情逸致
xqyy,1=喜气洋洋
xqzc,1=修造
xqzi,1=袖子
xqzq,1=臭
xran,1=悬案
xrao,1=玄奥
xrba,1=选拔
xrbk,1=虚弱不堪
xrbm,1=选编
xrbu,1=宣布
xrby,1=癣
xrcd,1=选材
xrco,1=选错
xrdb,1=轩然大波
xrdg,1=心如刀割
xrdj,1=选单
xrdk,1=选定
xrdr,1=漩
xrdu,1=宣读
xrdv,1=小人得志
xrdy,1=泫
xrff,1=想入非非
xrfg,1=旋风
xrfr,1=旋
xrfu,1=悬浮
xrgc,1=宣告
xrgr,1=玄关
xrgx,1=悬挂
xrgz,1=选购
xrhc,1=选好
xrhf,1=血肉横飞
xrha,1=煊
xrhj,1=先人后己
xrhr,1=玄幻
xrhx,1=喧哗
xrhy,1=炫
xrig,1=宣称
xrii,1=衒
xrir,1=宣传
xriu,1=选出
xriv,1=悬垂
xrjb,1=旋紧
xrjd,1=券
xrji,1=玄机
xrjo,1=𫓶
xrju,1=选举
xrjy,1=铉
xrkg,1=形容枯槁
xrkj,1=笑容可掬
xrks,1=悬空
xrkv,1=向日葵
xrli,1=绚丽
xrlj,1=绚烂
xrll,1=悬梁
xrlu,1=选录
xrlv,1=旋律
xrmb,1=选民
xrmn,1=玄妙
xrmu,1=炫目
xrmw,1=选美
xrmy,1=𫠊
xrnc,1=喧闹
xrnm,1=悬念
xrnq,1=旋钮
xror,1=暶
xroy,1=昡
xrpd,1=选派
xrpj,1=宣判
xrpn,1=选票
xrpw,1=选配
xrpx,1=禤
xrqu,1=选取
xrqx,1=悬
xrrf,1=选人
xrrh,1=喧嚷
xrrj,1=渲染
xrry,1=伭
xrsh,1=心如死灰
xrso,1=绚
xrss,1=选送
xrsx,1=翾
xrsy,1=玄孙
xrti,1=选题
xrtk,1=悬停
xrtu,1=心如铁石
xrua,1=碹
xruh,1=悬赏
xrui,1=宣誓
xruu,1=悬殊
xruz,1=选手
xrve,1=悬着
xrvh,1=仙人掌
xrvi,1=选址
xrvj,1=小人之见
xrvq,1=血肉之躯
xrvr,1=旋转
xrvs,1=选中
xrvu,1=心如止水
xrvx,1=小人之心
xrwa,1=瑄
xrwj,1=悬腕
xrwo,1=漩涡
xrwr,1=璇
xrwu,1=玄武
xrwv,1=先入为主
xrwy,1=玹
xrxb,1=虚荣心
xrxl,1=选项
xrxn,1=喧嚣
xrxp,1=宣泄
xrxq,1=选修
xrxt,1=玄学
xrya,1=悬崖
xryc,1=炫耀
xryh,1=宣扬
xryi,1=悬疑
xryj,1=宣言
xrym,1=相濡以沫
xryr,1=轩辕
xrys,1=选用
xryy,1=眩晕
xrzd,1=悬在
xrze,1=选择
xsan,1=凶案
xsbc,1=凶暴
xsbk,1=雄兵
xsbm,1=雄辩
xsbu,1=胸部
xscc,1=行色匆匆
xscg,1=芎
xscj,1=凶残
xsdi,1=兄弟
xsdj,1=熊胆
xsdk,1=汹
xsdl,1=歇斯底里
xsdw,1=夐
xsee,1=凶恶
xseu,1=向死而生
xsff,1=泄私愤
xsfg,1=雄风
xsfj,1=凶犯
xsfu,1=胸腹
xsgl,1=凶光
xshf,1=凶狠
xshj,1=凶悍
xshk,1=胸怀
xshy,1=雄浑
xshz,1=雄厚
xsjb,1=胸襟
xsji,1=胸肌
xsjm,1=雄健
xsju,1=雄踞
xsjy,1=新四军
xskc,1=秀色可餐
xske,1=兄
xskz,1=胸口
xslj,1=下三滥
xslu,1=雄鹿
xsmc,1=熊猫
xsmg,1=凶猛
xsmh,1=寻死觅活
xsmw,1=兄妹
xsnm,1=凶年
xsnu,1=匈奴
xsok,1=胸
xspi,1=稀松平常
xspj,1=小算盘
xspu,1=胸脯
xsqi,1=凶器
xsql,1=胸腔
xsqm,1=胸前
xsrf,1=吓死人
xssc,1=兄嫂
xssh,1=熊
xstd,1=兄台
xsth,1=胸膛
xsua,1=凶杀
xsuf,1=凶神
xsui,1=熊市
xsuz,1=凶手
xsvc,1=胸罩
xsvd,1=凶宅
xsvh,1=熊掌
xsvl,1=雄壮
xsvs,1=胸中
xswb,1=徇私舞弊
xswf,1=徇私枉法
xswj,1=凶顽
xswl,1=吓死我了
xsww,1=胸围
xsxb,1=雄心
xsxk,1=雄性
xsxl,1=凶相
xsxm,1=凶险
xsyk,1=雄鹰
xsys,1=汹涌
xszi,1=雄姿
xtae,1=鳕
xtai,1=血癌
xtan,1=血案
xtba,1=学霸
xtbb,1=穴
xtbd,1=雪白
xtbf,1=血本
xtbg,1=雪崩
xtbi,1=雪碧
xtbl,1=相提并论
xtbz,1=先天不足
xtcb,1=茓
xtch,1=雪藏
xtcu,1=薛
xtdc,1=学到
xtdi,1=雪地
xtdm,1=学点
xtdv,1=雪堆
xtdz,1=小题大做
xtfa,1=学法
xtff,1=学分
xtfg,1=学风
xtfr,1=踅
xtfu,1=学府
xtfw,1=学费
xtgb,1=靴
xtgc,1=雪糕
xtgo,1=学过
xtgr,1=血管
xthc,1=学号
xthf,1=血痕
xthj,1=血汗
xthk,1=学坏
xths,1=血红
xthv,1=学会
xthx,1=雪花
xtic,1=学潮
xtie,1=学车
xtig,1=学成
xtii,1=雪耻
xtji,1=血迹
xtjk,1=雪景
xtjl,1=血浆
xtjm,1=削减
xtjp,1=学姐
xtjq,1=学究
xtjx,1=雪茄
xtke,1=学科
xtkk,1=血块
xtku,1=血库
xtkv,1=血亏
xtld,1=学来
xtle,1=学了
xtli,1=学历
xtlk,1=学龄
xtll,1=雪亮
xtlm,1=雪莲
xtlu,1=血路
xtlw,1=血泪
xtmd,1=血脉
xtmk,1=学名
xtml,1=形同陌路
xtmw,1=学妹
xtnm,1=学年
xtnn,1=血尿
xtpb,1=血拼
xtpd,1=学派
xtpm,1=雪片
xtpo,1=血泊
xtqb,1=血亲
xtqi,1=学期
xtqk,1=血清
xtqm,1=学前
xtqn,1=雪橇
xtrf,1=雪人
xtrj,1=血染
xtrn,1=削铁如泥
xtro,1=削弱
xtrz,1=血肉
xtsa,1=血洒
xtse,1=血色
xtsi,1=血丝
xtth,1=血糖
xttm,1=雪天
xtts,1=血统
xttu,1=学徒
xttz,1=噱头
xtue,1=学社
xtug,1=学生
xtui,1=学士
xtuj,1=雪山
xtuo,1=学说
xtur,1=血栓
xtuu,1=学术
xtuv,1=血水
xtvd,1=血债
xtve,1=学者
xtvh,1=学长
xtvi,1=血脂
xtvj,1=血战
xtwf,1=学问
xtwj,1=学完
xtww,1=学位
xtxb,1=闲庭信步
xtxd,1=谢天谢地
xtxe,1=峃
xtxi,1=学习
xtxk,1=血型
xtxl,1=先天下之忧而忧，后天下之乐而乐
xtxm,1=小偷小摸
xtxn,1=学校
xtxt,1=学学
xtxu,1=形同虚设
xtxw,1=敩
xtxz,1=学
xtya,1=血压
xtye,1=学业
xtyh,1=血样
xtyi,1=学艺
xtyr,1=学院
xtzb,1=悉听尊便
xtzd,1=雪灾
xtzh,1=挟天子以令诸侯
xtzi,1=靴子
xtzz,1=小兔崽子
xuad,1=戌
xuaj,1=刑事案件
xuba,1=心神不安
xubc,1=虚报
xubd,1=心神不定
xubg,1=学术报告
xubm,1=续编
xubn,1=西双版纳
xubr,1=形势逼人
xubv,1=心术不正
xucb,1=蓿
xuci,1=虚词
xuct,1=蓄
xudc,1=絮叨
xudd,1=信誓旦旦
xudf,1=蓄势待发
xudm,1=小数点
xudo,1=许多
xudr,1=先声夺人
xudu,1=虚度
xudv,1=兴师动众
xudw,1=浒
xudx,1=洫
xudy,1=溆
xueu,1=凶神恶煞
xuex,1=相视而笑
xufa,1=须发
xufm,1=小试锋芒
xufu,1=虚浮
xufw,1=续费
xugc,1=虚高
xugl,1=序
xugv,1=魆
xugz,1=虚构
xuhc,1=序号
xuhh,1=续航
xuhj,1=虚汗
xuhl,1=小事化了
xuho,1=虚火
xuhr,1=虚幻
xuhs,1=蓄洪
xuhv,1=学生会
xuhy,1=虚
xuhz,1=小时候
xuib,1=兴衰成败
xuih,1=许昌
xuii,1=心事重重
xuij,1=畜产
xuil,1=细水长流
xuir,1=续传
xujb,1=形神兼备
xujd,1=行善积德
xuji,1=续集
xujl,1=学术交流
xujm,1=洗手间
xujo,1=旭
xujp,1=续借
xujq,1=许久
xuju,1=雪上加霜
xujx,1=虚假
xuke,1=许可
xukl,1=勖
xuks,1=虚空
xukx,1=虚夸
xuky,1=吁
xule,1=消失了
xulp,1=序列
xulu,1=显山露水
xulw,1=学术论文
xuly,1=绪论
xumk,1=虚名
xumo,1=糈
xumu,1=序幕
xumw,1=须眉
xumx,1=栩
xumz,1=蓄谋
xuni,1=虚拟
xunj,1=销声匿迹
xunl,1=信手拈来
xuno,1=许诺
xunr,1=息事宁人
xunx,1=絮
xuoh,1=煦
xuok,1=昫
xuoy,1=盱
xupb,1=续聘
xupg,1=袖手旁观
xuph,1=虚胖
xupk,1=显示屏
xupm,1=续篇
xupn,1=媭
xupw,1=许配
xuqd,1=西沙群岛
xuqg,1=仙山琼阁
xuqi,1=显示器
xuqm,1=续签
xuqq,1=需求
xuqu,1=序曲
xuri,1=旭日
xuro,1=虚弱
xurs,1=虚荣
xury,1=叙
xusd,1=续
xuse,1=𦈡
xuso,1=绪
xusu,1=学生宿舍
xusv,1=虚岁
xutj,1=叙谈
xutl,1=垿
xuto,1=虚脱
xuty,1=圩
xuue,1=虚设
xuuf,1=现身说法
xuug,1=嘘声
xuui,1=叙事
xuuo,1=叙说
xuup,1=欣赏水平
xuuu,1=叙述
xuuv,1=蓄水
xuvg,1=学生证
xuvi,1=须知
xuvo,1=胥
xuvy,1=形式主义
xuvz,1=徐州
xuwa,1=戌
xuwf,1=序文
xuwh,1=虚妄
xuwr,1=顼
xuwt,1=现实问题
xuwu,1=虚无
xuww,1=虚伪
xuwx,1=珝
xuwz,1=兴师问罪
xuxb,1=虚心
xuxi,1=嘘唏
xuxj,1=小手小脚
xuxk,1=相生相克
xuxm,1=虚线
xuxq,1=细声细气
xuxu,1=徐徐
xuxw,1=学士学位
xuxx,1=许下
xuyc,1=需要
xuye,1=需
xuyh,1=蓄养
xuyi,1=蓄意
xuyj,1=序言
xuyk,1=酗
xuyo,1=谞
xuyr,1=许愿
xuys,1=需用
xuyt,1=续约
xuyu,1=须臾
xuyv,1=小事一桩
xuyw,1=许
xuyx,1=诩
xuyy,1=现实意义
xuzg,1=虚增
xuzr,1=行尸走肉
xuzu,1=续租
xvbb,1=兴致勃勃
xvbj,1=修正版
xvbm,1=行政部门
xvbx,1=心照不宣
xvdm,1=心知肚明
xvdw,1=行政单位
xver,1=下周二
xvfu,1=乡政府
xvgl,1=西装革履
xvhv,1=瞎指挥
xvhw,1=相知恨晚
xvhz,1=先斩后奏
xvjd,1=小中见大
xvjg,1=行政机关
xvji,1=新专辑
xvkk,1=心直口快
xvll,1=血债累累
xvlq,1=下周六
xvls,1=新账老账一起算
xvmj,1=细枝末节
xvmu,1=闲着没事
xvqh,1=行政区划
xvqu,1=险中求胜
xvri,1=下周日
xvrw,1=细致入微
xvsi,1=下周四
xvst,1=雪中送炭
xvtg,1=显著提高
xvuu,1=虚张声势
xvvj,1=寻章摘句
xvwj,1=项庄舞剑
xvwm,1=削职为民
xvwu,1=心中无数
xvxh,1=血债血还
xvxj,1=先知先觉
xvxk,1=象征性
xvyi,1=下周一
xvyk,1=笑逐颜开
xvyl,1=晓之以理
xvyn,1=行之有年
xvyu,1=心中有数
xvyv,1=闲着也是闲着
xvyx,1=行之有效
xvyy,1=象征意义
xwdm,1=胸无点墨
xwdv,1=胸无大志
xwey,1=心无二用
xwfd,1=兴旺发达
xwhv,1=秀外慧中
xwia,1=下午茶
xwif,1=胸无城府
xwjk,1=显微镜
xwjw,1=小巫见大巫
xwlb,1=新闻联播
xwle,1=想歪了
xwlj,1=喜闻乐见
xwll,1=行万里路
xwmj,1=细微末节
xwpm,1=虚无缥缈
xwpw,1=心无旁骛
xwrv,1=鲜为人知
xwsr,1=兴味索然
xwuj,1=县委书记
xwvj,1=学无止境
xwvy,1=弦外之音
xwxs,1=衔尾相随
xwxt,1=新文学
xwyd,1=虚位以待
xwyi,1=夏威夷
xwyt,1=吓我一跳
xwzn,1=心无杂念
xxab,1=下
xxai,1=狭隘
xxaw,1=夏
xxba,1=下巴
xxbb,1=雄心勃勃
xxbd,1=瞎掰
xxbg,1=刑讯逼供
xxbi,1=下笔
xxbj,1=下班
xxbl,1=凶相毕露
xxbm,1=下边
xxbn,1=下标
xxbu,1=下部
